,class_id,sale_date,sale_quantity
385,194450,2013-03-01,65
386,194450,2013-04-01,48
387,194450,2013-05-01,77
388,194450,2013-06-01,42
389,194450,2013-07-01,54
390,194450,2013-08-01,24
391,194450,2013-09-01,36
392,194450,2013-10-01,30
393,194450,2013-11-01,30
394,194450,2013-12-01,30
395,194450,2014-01-01,71
396,194450,2014-02-01,30
397,194450,2014-03-01,47
398,194450,2014-04-01,36
399,194450,2014-05-01,36
400,194450,2014-06-01,41
401,194450,2014-07-01,36
402,194450,2014-08-01,18
403,194450,2014-09-01,65
404,194450,2014-10-01,36
405,194450,2014-11-01,24
406,194450,2014-12-01,36
407,194450,2015-01-01,30
408,194450,2015-02-01,65
409,194450,2015-03-01,36
410,194450,2015-04-01,12
411,194450,2015-05-01,12
412,194450,2015-06-01,12
413,194450,2015-07-01,6
414,194450,2015-09-01,54
415,194450,2015-10-01,131
416,194450,2015-11-01,178
417,194450,2015-12-01,130
418,194450,2016-01-01,237
419,194450,2016-02-01,125
420,194450,2016-03-01,148
421,194450,2016-04-01,230
422,194450,2016-05-01,148
423,194450,2016-06-01,166
424,194450,2016-07-01,225
425,194450,2016-08-01,324
426,194450,2016-09-01,348
427,194450,2016-10-01,242
428,194450,2016-11-01,319
429,194450,2016-12-01,561
430,194450,2017-01-01,201
431,194450,2017-02-01,165
432,194450,2017-03-01,153
433,194450,2017-04-01,218
434,194450,2017-05-01,195
435,194450,2017-06-01,159
436,194450,2017-07-01,325
437,194450,2017-08-01,189
438,194450,2017-09-01,307
439,194450,2017-10-01,271
440,198427,2012-01-01,47
441,198427,2012-02-01,21
442,198427,2012-03-01,10
443,198427,2012-04-01,10
444,198427,2012-05-01,10
445,198427,2012-07-01,21
446,198427,2012-10-01,5
447,198427,2012-11-01,10
448,198427,2012-12-01,16
449,198427,2013-01-01,31
450,198427,2013-03-01,26
451,198427,2013-04-01,10
452,198427,2013-05-01,5
453,198427,2013-06-01,5
454,198427,2013-09-01,16
455,198427,2013-11-01,5
456,198427,2014-01-01,16
457,198427,2014-02-01,10
458,198427,2014-12-01,16
459,198427,2015-01-01,57
460,198427,2015-02-01,47
461,198427,2015-03-01,26
462,198427,2015-04-01,36
463,198427,2015-05-01,104
464,198427,2015-06-01,47
465,198427,2015-07-01,78
466,198427,2015-08-01,57
467,198427,2015-09-01,73
468,198427,2015-10-01,114
469,198427,2015-11-01,68
470,198427,2015-12-01,161
471,198427,2016-01-01,94
472,198427,2016-02-01,42
473,198427,2016-03-01,140
474,198427,2016-04-01,119
475,198427,2016-05-01,119
476,198427,2016-06-01,135
477,198427,2016-07-01,135
478,198427,2016-08-01,109
479,198427,2016-09-01,156
480,198427,2016-10-01,208
481,198427,2016-11-01,187
482,198427,2016-12-01,317
483,198427,2017-01-01,167
484,198427,2017-02-01,135
485,198427,2017-03-01,151
486,198427,2017-04-01,171
487,198427,2017-05-01,83
488,198427,2017-06-01,109
489,198427,2017-07-01,83
490,198427,2017-08-01,84
491,198427,2017-09-01,125
492,198427,2017-10-01,99
493,206765,2015-07-01,19
494,206765,2015-08-01,108
495,206765,2015-09-01,165
496,206765,2015-10-01,417
497,206765,2015-11-01,620
498,206765,2015-12-01,670
499,206765,2016-01-01,1126
500,206765,2016-02-01,670
501,206765,2016-03-01,844
502,206765,2016-04-01,796
503,206765,2016-05-01,1068
504,206765,2016-06-01,1261
505,206765,2016-07-01,1280
506,206765,2016-08-01,1523
507,206765,2016-09-01,1678
508,206765,2016-10-01,1581
509,206765,2016-11-01,1592
510,206765,2016-12-01,2571
511,206765,2017-01-01,767
512,206765,2017-02-01,912
513,206765,2017-03-01,2086
514,206765,2017-04-01,1659
515,206765,2017-05-01,2523
516,206765,2017-06-01,1940
517,206765,2017-07-01,1979
518,206765,2017-08-01,1950
519,206765,2017-09-01,2347
520,206765,2017-10-01,2057
521,209945,2012-01-01,168
522,209945,2012-02-01,107
523,209945,2012-03-01,206
524,209945,2012-04-01,198
525,209945,2012-05-01,221
526,209945,2012-06-01,213
527,209945,2012-07-01,243
528,209945,2012-08-01,252
529,209945,2012-09-01,274
530,209945,2012-10-01,342
531,209945,2012-11-01,205
532,209945,2012-12-01,107
533,209945,2013-01-01,283
534,209945,2013-02-01,114
535,209945,2013-03-01,122
536,209945,2013-04-01,168
537,209945,2013-05-01,236
538,209945,2013-06-01,174
539,209945,2013-07-01,265
540,209945,2013-08-01,327
541,209945,2013-09-01,335
542,209945,2013-10-01,198
543,209945,2013-11-01,267
544,209945,2013-12-01,221
545,209945,2014-01-01,343
546,209945,2014-02-01,191
547,209945,2014-03-01,236
548,209945,2014-04-01,282
549,209945,2014-05-01,282
550,209945,2014-06-01,311
551,209945,2014-07-01,358
552,209945,2014-08-01,297
553,209945,2014-09-01,396
554,209945,2014-10-01,320
555,209945,2014-11-01,289
556,209945,2014-12-01,304
557,209945,2015-01-01,608
558,209945,2015-02-01,312
559,209945,2015-03-01,260
560,209945,2015-04-01,388
561,209945,2015-05-01,450
562,209945,2015-06-01,327
563,209945,2015-07-01,343
564,209945,2015-08-01,493
565,209945,2015-09-01,563
566,209945,2015-10-01,562
567,209945,2015-11-01,517
568,209945,2015-12-01,351
569,209945,2016-01-01,319
570,209945,2016-02-01,174
571,209945,2016-03-01,426
572,209945,2016-04-01,503
573,209945,2016-05-01,379
574,209945,2016-06-01,440
575,209945,2016-07-01,532
576,209945,2016-08-01,471
577,209945,2016-09-01,562
578,209945,2016-10-01,319
579,209945,2016-11-01,395
580,209945,2016-12-01,273
581,209945,2017-01-01,395
582,209945,2017-02-01,266
583,209945,2017-03-01,403
584,209945,2017-04-01,342
585,209945,2017-05-01,357
586,209945,2017-06-01,243
587,209945,2017-07-01,198
588,209945,2017-08-01,206
589,209945,2017-09-01,273
590,209945,2017-10-01,91
591,219195,2014-08-01,15
592,219195,2014-09-01,50
593,219195,2014-10-01,65
594,219195,2014-11-01,110
595,219195,2014-12-01,125
596,219195,2015-01-01,200
597,219195,2015-02-01,200
598,219195,2015-03-01,135
599,219195,2015-04-01,205
600,219195,2015-05-01,150
601,219195,2015-06-01,130
602,219195,2015-07-01,165
603,219195,2015-08-01,180
604,219195,2015-09-01,220
605,219195,2015-10-01,255
606,219195,2015-11-01,185
607,219195,2015-12-01,250
608,219195,2016-01-01,430
609,219195,2016-02-01,150
610,219195,2016-03-01,250
611,219195,2016-04-01,210
612,219195,2016-05-01,230
613,219195,2016-06-01,140
614,219195,2016-07-01,210
615,219195,2016-08-01,240
616,219195,2016-09-01,230
617,219195,2016-10-01,435
618,219195,2016-11-01,490
619,219195,2016-12-01,630
620,219195,2017-01-01,265
621,219195,2017-02-01,275
622,219195,2017-03-01,260
623,219195,2017-04-01,200
624,219195,2017-05-01,240
625,219195,2017-06-01,130
626,219195,2017-07-01,220
627,219195,2017-08-01,155
628,219195,2017-09-01,160
629,219195,2017-10-01,125
630,221795,2013-04-01,9
631,221795,2013-05-01,91
632,221795,2013-06-01,45
633,221795,2013-07-01,136
634,221795,2013-08-01,109
635,221795,2013-09-01,92
636,221795,2013-10-01,110
637,221795,2013-11-01,173
638,221795,2013-12-01,81
639,221795,2014-01-01,218
640,221795,2014-02-01,119
641,221795,2014-03-01,82
642,221795,2014-04-01,164
643,221795,2014-05-01,155
644,221795,2014-06-01,209
645,221795,2014-07-01,237
646,221795,2014-08-01,319
647,221795,2014-09-01,300
648,221795,2014-10-01,310
649,221795,2014-11-01,245
650,221795,2014-12-01,136
651,221795,2015-01-01,282
652,221795,2015-02-01,146
653,221795,2015-03-01,182
654,221795,2015-04-01,218
655,221795,2015-05-01,301
656,221795,2015-06-01,219
657,221795,2015-07-01,201
658,221795,2015-08-01,200
659,221795,2015-09-01,228
660,221795,2015-10-01,237
661,221795,2015-11-01,228
662,221795,2015-12-01,236
663,221795,2016-01-01,365
664,221795,2016-02-01,201
665,221795,2016-03-01,274
666,221795,2016-04-01,391
667,221795,2016-05-01,336
668,221795,2016-06-01,355
669,221795,2016-07-01,374
670,221795,2016-08-01,446
671,221795,2016-09-01,401
672,221795,2016-10-01,246
673,221795,2016-11-01,228
674,221795,2016-12-01,391
675,221795,2017-01-01,155
676,221795,2017-02-01,127
677,221795,2017-03-01,355
678,221795,2017-04-01,337
679,221795,2017-05-01,392
680,221795,2017-06-01,227
681,221795,2017-07-01,309
682,221795,2017-08-01,400
683,221795,2017-09-01,337
684,221795,2017-10-01,391
685,245609,2016-04-01,6
686,245609,2016-05-01,17
687,245609,2016-06-01,117
688,245609,2016-07-01,78
689,245609,2016-08-01,94
690,245609,2016-09-01,160
691,245609,2016-10-01,116
692,245609,2016-11-01,161
693,245609,2016-12-01,238
694,245609,2017-01-01,34
695,245609,2017-02-01,72
696,245609,2017-03-01,139
697,245609,2017-04-01,73
698,245609,2017-05-01,105
699,245609,2017-06-01,106
700,245609,2017-07-01,72
701,245609,2017-08-01,122
702,245609,2017-09-01,99
703,245609,2017-10-01,121
704,248352,2012-01-01,1713
705,248352,2012-02-01,1117
706,248352,2012-03-01,1293
707,248352,2012-04-01,1192
708,248352,2012-05-01,1310
709,248352,2012-06-01,881
710,248352,2012-07-01,1202
711,248352,2012-08-01,975
712,248352,2012-09-01,1177
713,248352,2012-10-01,1327
714,248352,2012-11-01,1126
715,248352,2012-12-01,2050
716,248352,2013-01-01,1428
717,248352,2013-02-01,1099
718,248352,2013-03-01,747
719,248352,2013-04-01,916
720,248352,2013-05-01,1066
721,248352,2013-06-01,731
722,248352,2013-07-01,847
723,248352,2013-08-01,639
724,248352,2013-09-01,722
725,248352,2013-10-01,1040
726,248352,2013-11-01,765
727,248352,2013-12-01,1100
728,248352,2014-01-01,1629
729,248352,2014-02-01,713
730,248352,2014-03-01,815
731,248352,2014-04-01,891
732,248352,2014-05-01,723
733,248352,2014-06-01,596
734,248352,2014-07-01,654
735,248352,2014-08-01,612
736,248352,2014-09-01,1151
737,248352,2014-10-01,866
738,248352,2014-11-01,747
739,248352,2014-12-01,1300
740,248352,2015-01-01,1697
741,248352,2015-02-01,1453
742,248352,2015-03-01,873
743,248352,2015-04-01,724
744,248352,2015-05-01,966
745,248352,2015-06-01,653
746,248352,2015-07-01,747
747,248352,2015-08-01,906
748,248352,2015-09-01,1419
749,248352,2015-10-01,2362
750,248352,2015-11-01,916
751,248352,2015-12-01,2570
752,248352,2016-01-01,1437
753,248352,2016-02-01,1125
754,248352,2016-03-01,940
755,248352,2016-04-01,269
756,248352,2016-05-01,655
757,248352,2016-06-01,823
758,248352,2016-07-01,261
759,248352,2016-08-01,486
760,248352,2016-09-01,554
761,248352,2016-10-01,428
762,248352,2016-11-01,872
763,248352,2016-12-01,1150
764,248352,2017-01-01,570
765,248352,2017-02-01,445
766,248352,2017-03-01,310
767,248352,2017-04-01,343
768,248352,2017-05-01,345
769,248352,2017-06-01,385
770,248352,2017-07-01,369
771,248352,2017-08-01,361
772,248352,2017-09-01,269
773,248352,2017-10-01,260
774,249875,2016-11-01,9
775,249875,2016-12-01,138
776,249875,2017-01-01,156
777,249875,2017-02-01,95
778,249875,2017-03-01,215
779,249875,2017-04-01,190
780,249875,2017-05-01,163
781,249875,2017-06-01,95
782,249875,2017-07-01,112
783,249875,2017-08-01,180
784,249875,2017-09-01,147
785,249875,2017-10-01,138
786,250658,2016-03-01,29
787,250658,2016-04-01,43
788,250658,2016-05-01,50
789,250658,2016-06-01,65
790,250658,2016-07-01,158
791,250658,2016-08-01,151
792,250658,2016-09-01,166
793,250658,2016-10-01,173
794,250658,2016-11-01,122
795,250658,2016-12-01,238
796,250658,2017-01-01,86
797,250658,2017-02-01,130
798,250658,2017-03-01,144
799,250658,2017-04-01,115
800,250658,2017-05-01,180
801,250658,2017-06-01,151
802,250658,2017-07-01,144
803,250658,2017-08-01,187
804,250658,2017-09-01,288
805,250658,2017-10-01,187
806,265980,2012-02-01,26
807,265980,2012-03-01,64
808,265980,2012-04-01,83
809,265980,2012-05-01,122
810,265980,2012-06-01,51
811,265980,2012-07-01,237
812,265980,2012-08-01,269
813,265980,2012-09-01,211
814,265980,2012-10-01,250
815,265980,2012-11-01,244
816,265980,2012-12-01,198
817,265980,2013-01-01,825
818,265980,2013-02-01,563
819,265980,2013-03-01,404
820,265980,2013-04-01,236
821,265980,2013-05-01,288
822,265980,2013-06-01,230
823,265980,2013-07-01,243
824,265980,2013-08-01,307
825,265980,2013-09-01,160
826,265980,2013-10-01,262
827,265980,2013-11-01,256
828,265980,2013-12-01,288
829,265980,2014-01-01,928
830,265980,2014-02-01,570
831,265980,2014-03-01,384
832,265980,2014-04-01,211
833,265980,2014-05-01,211
834,265980,2014-06-01,224
835,265980,2014-07-01,237
836,265980,2014-08-01,211
837,265980,2014-09-01,211
838,265980,2014-10-01,262
839,265980,2014-11-01,199
840,265980,2014-12-01,211
841,265980,2015-01-01,505
842,265980,2015-02-01,529
843,265980,2015-03-01,580
844,265980,2015-04-01,359
845,265980,2015-05-01,237
846,265980,2015-06-01,276
847,265980,2015-07-01,300
848,265980,2015-08-01,338
849,265980,2015-09-01,269
850,265980,2015-10-01,269
851,265980,2015-11-01,339
852,265980,2015-12-01,313
853,265980,2016-01-01,287
854,265980,2016-02-01,325
855,265980,2016-03-01,248
856,265980,2016-04-01,218
857,265980,2016-05-01,217
858,265980,2016-06-01,205
859,265980,2016-07-01,173
860,265980,2016-08-01,217
861,265980,2016-09-01,288
862,265980,2016-10-01,294
863,265980,2016-11-01,282
864,265980,2016-12-01,378
865,265980,2017-01-01,230
866,265980,2017-02-01,307
867,265980,2017-03-01,340
868,265980,2017-04-01,230
869,265980,2017-05-01,269
870,265980,2017-06-01,212
871,265980,2017-07-01,236
872,265980,2017-08-01,198
873,265980,2017-09-01,461
874,265980,2017-10-01,204
875,270690,2015-01-01,58
876,270690,2015-02-01,691
877,270690,2015-03-01,1689
878,270690,2015-04-01,1229
879,270690,2015-05-01,1200
880,270690,2015-06-01,759
881,270690,2015-07-01,759
882,270690,2015-08-01,951
883,270690,2015-09-01,923
884,270690,2015-10-01,1325
885,270690,2015-11-01,884
886,270690,2015-12-01,969
887,270690,2016-01-01,893
888,270690,2016-02-01,1046
889,270690,2016-03-01,1287
890,270690,2016-04-01,710
891,270690,2016-05-01,1075
892,270690,2016-06-01,1046
893,270690,2016-07-01,749
894,270690,2016-08-01,797
895,270690,2016-09-01,1075
896,270690,2016-10-01,1085
897,270690,2016-11-01,1124
898,270690,2016-12-01,1565
899,270690,2017-01-01,691
900,270690,2017-02-01,1497
901,270690,2017-03-01,1095
902,270690,2017-04-01,692
903,270690,2017-05-01,826
904,270690,2017-06-01,864
905,270690,2017-07-01,883
906,270690,2017-08-01,701
907,270690,2017-09-01,806
908,270690,2017-10-01,595
909,281301,2012-01-01,965
910,281301,2012-02-01,650
911,281301,2012-03-01,745
912,281301,2012-04-01,759
913,281301,2012-05-01,863
914,281301,2012-06-01,679
915,281301,2012-07-01,891
916,281301,2012-08-01,606
917,281301,2012-09-01,767
918,281301,2012-10-01,841
919,281301,2012-11-01,1044
920,281301,2012-12-01,679
921,281301,2013-01-01,1555
922,281301,2013-02-01,825
923,281301,2013-03-01,686
924,281301,2013-04-01,826
925,281301,2013-05-01,1169
926,281301,2013-06-01,701
927,281301,2013-07-01,927
928,281301,2013-08-01,775
929,281301,2013-09-01,891
930,281301,2013-10-01,906
931,281301,2013-11-01,905
932,281301,2013-12-01,738
933,281301,2014-01-01,1073
934,281301,2014-02-01,759
935,281301,2014-03-01,759
936,281301,2014-04-01,702
937,281301,2014-05-01,723
938,281301,2014-06-01,671
939,281301,2014-07-01,722
940,281301,2014-08-01,687
941,281301,2014-09-01,927
942,281301,2014-10-01,737
943,281301,2014-11-01,871
944,281301,2014-12-01,664
945,281301,2015-01-01,1204
946,281301,2015-02-01,745
947,281301,2015-03-01,723
948,281301,2015-04-01,649
949,281301,2015-05-01,657
950,281301,2015-06-01,547
951,281301,2015-07-01,613
952,281301,2015-08-01,555
953,281301,2015-09-01,796
954,281301,2015-10-01,694
955,281301,2015-11-01,643
956,281301,2015-12-01,694
957,281301,2016-01-01,948
958,281301,2016-02-01,474
959,281301,2016-03-01,562
960,281301,2016-04-01,496
961,281301,2016-05-01,373
962,281301,2016-06-01,511
963,281301,2016-07-01,505
964,281301,2016-08-01,605
965,281301,2016-09-01,687
966,281301,2016-10-01,708
967,281301,2016-11-01,606
968,281301,2016-12-01,1102
969,281301,2017-01-01,795
970,281301,2017-02-01,410
971,281301,2017-03-01,715
972,281301,2017-04-01,548
973,281301,2017-05-01,569
974,281301,2017-06-01,554
975,281301,2017-07-01,621
976,281301,2017-08-01,584
977,281301,2017-09-01,584
978,281301,2017-10-01,329
979,281792,2014-06-01,49
980,281792,2014-07-01,49
981,281792,2014-08-01,49
982,281792,2014-09-01,39
983,281792,2014-10-01,118
984,281792,2014-11-01,118
985,281792,2014-12-01,177
986,281792,2015-01-01,304
987,281792,2015-02-01,255
988,281792,2015-03-01,246
989,281792,2015-04-01,176
990,281792,2015-05-01,246
991,281792,2015-06-01,206
