,class_id,sale_date,holidays,holiday_importance,weekend,length,workday,sale_quantity
235,175962,2014-04-01,1,0,8,30,21,522
236,175962,2014-05-01,2,2,9,31,20,474
237,175962,2014-06-01,1,0,9,30,20,380
238,175962,2014-07-01,0,0,8,31,23,482
239,175962,2014-08-01,0,0,10,31,21,459
240,175962,2014-09-01,1,3,8,30,21,594
241,175962,2014-10-01,5,3,8,31,18,657
242,175962,2014-11-01,0,0,10,30,20,442
243,175962,2014-12-01,0,0,8,31,23,1627
244,175962,2015-01-01,2,1,9,31,20,727
245,175962,2015-02-01,5,1,8,28,15,450
246,175962,2015-03-01,0,0,9,31,22,356
247,175962,2015-04-01,1,0,8,30,21,371
248,175962,2015-05-01,1,2,10,31,20,364
249,175962,2015-06-01,1,0,8,30,21,254
250,175962,2015-07-01,0,0,8,31,23,387
251,175962,2015-08-01,0,0,10,31,21,309
252,175962,2015-09-01,2,0,8,30,20,348
253,175962,2015-10-01,5,3,9,31,17,411
254,175962,2015-11-01,0,0,9,30,21,269
255,175962,2015-12-01,0,0,8,31,23,222
256,175962,2016-01-01,1,0,10,31,20,302
257,175962,2016-02-01,5,1,8,29,16,214
258,175962,2016-03-01,0,0,8,31,23,372
259,175962,2016-04-01,1,0,9,30,20,593
260,175962,2016-05-01,1,2,9,31,21,214
261,175962,2016-06-01,2,0,8,30,20,221
262,175962,2016-07-01,0,0,10,31,21,269
263,175962,2016-08-01,0,0,8,31,23,134
264,175962,2016-09-01,2,3,8,30,20,151
265,175962,2016-10-01,5,3,10,31,16,269
266,175962,2016-11-01,0,0,8,30,22,411
267,175962,2016-12-01,0,0,9,31,22,633
268,175962,2017-01-01,4,1,9,31,18,396
269,175962,2017-02-01,2,1,8,28,18,151
270,175962,2017-03-01,0,0,8,31,23,301
271,175962,2017-04-01,2,0,10,30,18,134
272,175962,2017-05-01,3,2,8,31,20,167
273,175962,2017-06-01,0,0,8,30,22,143
274,175962,2017-07-01,0,0,10,31,21,119
275,175962,2017-08-01,0,0,8,31,23,103
276,175962,2017-09-01,0,0,9,30,21,214
277,175962,2017-10-01,5,3,9,31,17,237
278,178529,2012-01-01,7,1,9,31,15,1739
279,178529,2012-02-01,0,0,8,29,21,1493
280,178529,2012-03-01,0,0,9,31,22,1248
281,178529,2012-04-01,4,2,9,30,17,895
282,178529,2012-05-01,1,2,8,31,22,918
283,178529,2012-06-01,1,0,9,30,20,683
284,178529,2012-07-01,0,0,9,31,22,873
285,178529,2012-08-01,0,0,8,31,23,644
286,178529,2012-09-01,0,0,10,30,20,694
287,178529,2012-10-01,5,3,8,31,18,742
288,178529,2012-11-01,0,0,8,30,22,872
289,178529,2012-12-01,0,0,10,31,21,639
290,178529,2013-01-01,3,1,8,31,20,1465
291,178529,2013-02-01,5,1,8,28,15,943
292,178529,2013-03-01,0,0,10,31,21,999
293,178529,2013-04-01,4,0,8,30,18,781
294,178529,2013-05-01,1,2,8,31,22,907
295,178529,2013-06-01,3,0,10,30,17,684
296,178529,2013-07-01,0,0,8,31,23,759
297,178529,2013-08-01,0,0,9,31,22,644
298,178529,2013-09-01,2,0,9,30,19,958
299,178529,2013-10-01,5,3,8,31,18,884
300,178529,2013-11-01,0,0,9,30,21,730
301,178529,2013-12-01,0,0,9,31,22,587
302,178529,2014-01-01,2,1,8,31,21,1567
303,178529,2014-02-01,4,1,8,28,16,975
304,178529,2014-03-01,0,0,10,31,21,872
305,178529,2014-04-01,1,0,8,30,21,632
306,178529,2014-05-01,2,2,9,31,20,513
307,178529,2014-06-01,1,0,9,30,20,456
308,178529,2014-07-01,0,0,8,31,23,314
309,178529,2014-08-01,0,0,10,31,21,359
310,178529,2014-09-01,1,3,8,30,21,525
311,178529,2014-10-01,5,3,8,31,18,491
312,178529,2014-11-01,0,0,10,30,20,513
313,178529,2014-12-01,0,0,8,31,23,616
314,178529,2015-01-01,2,1,9,31,20,924
315,178529,2015-02-01,5,1,8,28,15,634
316,178529,2015-03-01,0,0,9,31,22,655
317,178529,2015-04-01,1,0,8,30,21,508
318,178529,2015-05-01,1,2,10,31,20,496
319,178529,2015-06-01,1,0,8,30,21,320
320,178529,2015-07-01,0,0,8,31,23,319
321,178529,2015-08-01,0,0,10,31,21,274
322,178529,2015-09-01,2,0,8,30,20,537
323,178529,2015-10-01,5,3,9,31,17,479
324,178529,2015-11-01,0,0,9,30,21,399
325,178529,2015-12-01,0,0,8,31,23,508
326,178529,2016-01-01,1,0,10,31,20,393
327,178529,2016-02-01,5,1,8,29,16,531
328,178529,2016-03-01,0,0,8,31,23,296
329,178529,2016-04-01,1,0,9,30,20,200
330,178529,2016-05-01,1,2,9,31,21,239
331,178529,2016-06-01,2,0,8,30,20,229
332,178529,2016-07-01,0,0,10,31,21,166
333,178529,2016-08-01,0,0,8,31,23,194
334,178529,2016-09-01,2,3,8,30,20,200
335,178529,2016-10-01,5,3,10,31,16,223
336,178529,2016-11-01,0,0,8,30,22,222
337,178529,2016-12-01,0,0,9,31,22,387
338,178529,2017-01-01,4,1,9,31,18,182
339,178529,2017-02-01,2,1,8,28,18,451
340,178529,2017-03-01,0,0,8,31,23,331
341,178529,2017-04-01,2,0,10,30,18,331
342,178529,2017-05-01,3,2,8,31,20,188
343,178529,2017-06-01,0,0,8,30,22,177
344,178529,2017-07-01,0,0,10,31,21,177
345,178529,2017-08-01,0,0,8,31,23,108
346,178529,2017-09-01,0,0,9,30,21,165
347,178529,2017-10-01,5,3,9,31,17,148
348,186250,2016-02-01,5,1,8,29,16,25
349,186250,2016-03-01,0,0,8,31,23,17
350,186250,2016-04-01,1,0,9,30,20,42
351,186250,2016-05-01,1,2,9,31,21,100
352,186250,2016-06-01,2,0,8,30,20,125
353,186250,2016-07-01,0,0,10,31,21,108
354,186250,2016-08-01,0,0,8,31,23,100
355,186250,2016-09-01,2,3,8,30,20,208
356,186250,2016-10-01,5,3,10,31,16,224
357,186250,2016-11-01,0,0,8,30,22,274
358,186250,2016-12-01,0,0,9,31,22,332
359,186250,2017-01-01,4,1,9,31,18,125
360,186250,2017-02-01,2,1,8,28,18,133
361,186250,2017-03-01,0,0,8,31,23,158
362,186250,2017-04-01,2,0,10,30,18,116
363,186250,2017-05-01,3,2,8,31,20,174
364,186250,2017-06-01,0,0,8,30,22,42
365,186250,2017-07-01,0,0,10,31,21,125
366,186250,2017-08-01,0,0,8,31,23,108
367,186250,2017-09-01,0,0,9,30,21,83
368,186250,2017-10-01,5,3,9,31,17,83
369,194201,2017-09-01,0,0,9,30,21,239
370,194201,2017-10-01,5,3,9,31,17,378
371,194450,2012-01-01,7,1,9,31,15,65
372,194450,2012-02-01,0,0,8,29,21,59
373,194450,2012-03-01,0,0,9,31,22,30
374,194450,2012-04-01,4,2,9,30,17,18
375,194450,2012-05-01,1,2,8,31,22,59
376,194450,2012-06-01,1,0,9,30,20,36
377,194450,2012-07-01,0,0,9,31,22,36
378,194450,2012-08-01,0,0,8,31,23,24
379,194450,2012-09-01,0,0,10,30,20,42
380,194450,2012-10-01,5,3,8,31,18,42
381,194450,2012-11-01,0,0,8,30,22,95
382,194450,2012-12-01,0,0,10,31,21,65
383,194450,2013-01-01,3,1,8,31,20,106
384,194450,2013-02-01,5,1,8,28,15,77
385,194450,2013-03-01,0,0,10,31,21,65
386,194450,2013-04-01,4,0,8,30,18,48
387,194450,2013-05-01,1,2,8,31,22,77
388,194450,2013-06-01,3,0,10,30,17,42
389,194450,2013-07-01,0,0,8,31,23,54
390,194450,2013-08-01,0,0,9,31,22,24
391,194450,2013-09-01,2,0,9,30,19,36
392,194450,2013-10-01,5,3,8,31,18,30
393,194450,2013-11-01,0,0,9,30,21,30
394,194450,2013-12-01,0,0,9,31,22,30
395,194450,2014-01-01,2,1,8,31,21,71
396,194450,2014-02-01,4,1,8,28,16,30
397,194450,2014-03-01,0,0,10,31,21,47
398,194450,2014-04-01,1,0,8,30,21,36
399,194450,2014-05-01,2,2,9,31,20,36
400,194450,2014-06-01,1,0,9,30,20,41
401,194450,2014-07-01,0,0,8,31,23,36
402,194450,2014-08-01,0,0,10,31,21,18
403,194450,2014-09-01,1,3,8,30,21,65
404,194450,2014-10-01,5,3,8,31,18,36
405,194450,2014-11-01,0,0,10,30,20,24
406,194450,2014-12-01,0,0,8,31,23,36
407,194450,2015-01-01,2,1,9,31,20,30
408,194450,2015-02-01,5,1,8,28,15,65
409,194450,2015-03-01,0,0,9,31,22,36
410,194450,2015-04-01,1,0,8,30,21,12
411,194450,2015-05-01,1,2,10,31,20,12
412,194450,2015-06-01,1,0,8,30,21,12
413,194450,2015-07-01,0,0,8,31,23,6
414,194450,2015-09-01,2,0,8,30,20,54
415,194450,2015-10-01,5,3,9,31,17,131
416,194450,2015-11-01,0,0,9,30,21,178
417,194450,2015-12-01,0,0,8,31,23,130
418,194450,2016-01-01,1,0,10,31,20,237
419,194450,2016-02-01,5,1,8,29,16,125
420,194450,2016-03-01,0,0,8,31,23,148
421,194450,2016-04-01,1,0,9,30,20,230
422,194450,2016-05-01,1,2,9,31,21,148
423,194450,2016-06-01,2,0,8,30,20,166
424,194450,2016-07-01,0,0,10,31,21,225
425,194450,2016-08-01,0,0,8,31,23,324
426,194450,2016-09-01,2,3,8,30,20,348
427,194450,2016-10-01,5,3,10,31,16,242
428,194450,2016-11-01,0,0,8,30,22,319
429,194450,2016-12-01,0,0,9,31,22,561
430,194450,2017-01-01,4,1,9,31,18,201
431,194450,2017-02-01,2,1,8,28,18,165
432,194450,2017-03-01,0,0,8,31,23,153
433,194450,2017-04-01,2,0,10,30,18,218
434,194450,2017-05-01,3,2,8,31,20,195
435,194450,2017-06-01,0,0,8,30,22,159
436,194450,2017-07-01,0,0,10,31,21,325
437,194450,2017-08-01,0,0,8,31,23,189
438,194450,2017-09-01,0,0,9,30,21,307
439,194450,2017-10-01,5,3,9,31,17,271
440,198427,2012-01-01,7,1,9,31,15,47
441,198427,2012-02-01,0,0,8,29,21,21
442,198427,2012-03-01,0,0,9,31,22,10
443,198427,2012-04-01,4,2,9,30,17,10
444,198427,2012-05-01,1,2,8,31,22,10
445,198427,2012-07-01,0,0,9,31,22,21
446,198427,2012-10-01,5,3,8,31,18,5
447,198427,2012-11-01,0,0,8,30,22,10
448,198427,2012-12-01,0,0,10,31,21,16
449,198427,2013-01-01,3,1,8,31,20,31
450,198427,2013-03-01,0,0,10,31,21,26
451,198427,2013-04-01,4,0,8,30,18,10
452,198427,2013-05-01,1,2,8,31,22,5
453,198427,2013-06-01,3,0,10,30,17,5
454,198427,2013-09-01,2,0,9,30,19,16
455,198427,2013-11-01,0,0,9,30,21,5
456,198427,2014-01-01,2,1,8,31,21,16
457,198427,2014-02-01,4,1,8,28,16,10
458,198427,2014-12-01,0,0,8,31,23,16
459,198427,2015-01-01,2,1,9,31,20,57
460,198427,2015-02-01,5,1,8,28,15,47
461,198427,2015-03-01,0,0,9,31,22,26
462,198427,2015-04-01,1,0,8,30,21,36
463,198427,2015-05-01,1,2,10,31,20,104
464,198427,2015-06-01,1,0,8,30,21,47
465,198427,2015-07-01,0,0,8,31,23,78
466,198427,2015-08-01,0,0,10,31,21,57
467,198427,2015-09-01,2,0,8,30,20,73
468,198427,2015-10-01,5,3,9,31,17,114
469,198427,2015-11-01,0,0,9,30,21,68
470,198427,2015-12-01,0,0,8,31,23,161
471,198427,2016-01-01,1,0,10,31,20,94
472,198427,2016-02-01,5,1,8,29,16,42
473,198427,2016-03-01,0,0,8,31,23,140
474,198427,2016-04-01,1,0,9,30,20,119
475,198427,2016-05-01,1,2,9,31,21,119
476,198427,2016-06-01,2,0,8,30,20,135
477,198427,2016-07-01,0,0,10,31,21,135
478,198427,2016-08-01,0,0,8,31,23,109
479,198427,2016-09-01,2,3,8,30,20,156
480,198427,2016-10-01,5,3,10,31,16,208
481,198427,2016-11-01,0,0,8,30,22,187
482,198427,2016-12-01,0,0,9,31,22,317
483,198427,2017-01-01,4,1,9,31,18,167
484,198427,2017-02-01,2,1,8,28,18,135
485,198427,2017-03-01,0,0,8,31,23,151
486,198427,2017-04-01,2,0,10,30,18,171
487,198427,2017-05-01,3,2,8,31,20,83
488,198427,2017-06-01,0,0,8,30,22,109
489,198427,2017-07-01,0,0,10,31,21,83
490,198427,2017-08-01,0,0,8,31,23,84
491,198427,2017-09-01,0,0,9,30,21,125
492,198427,2017-10-01,5,3,9,31,17,99
493,206765,2015-07-01,0,0,8,31,23,19
494,206765,2015-08-01,0,0,10,31,21,108
495,206765,2015-09-01,2,0,8,30,20,165
496,206765,2015-10-01,5,3,9,31,17,417
497,206765,2015-11-01,0,0,9,30,21,620
498,206765,2015-12-01,0,0,8,31,23,670
499,206765,2016-01-01,1,0,10,31,20,1126
500,206765,2016-02-01,5,1,8,29,16,670
501,206765,2016-03-01,0,0,8,31,23,844
502,206765,2016-04-01,1,0,9,30,20,796
503,206765,2016-05-01,1,2,9,31,21,1068
504,206765,2016-06-01,2,0,8,30,20,1261
505,206765,2016-07-01,0,0,10,31,21,1280
506,206765,2016-08-01,0,0,8,31,23,1523
507,206765,2016-09-01,2,3,8,30,20,1678
508,206765,2016-10-01,5,3,10,31,16,1581
509,206765,2016-11-01,0,0,8,30,22,1592
510,206765,2016-12-01,0,0,9,31,22,2571
511,206765,2017-01-01,4,1,9,31,18,767
512,206765,2017-02-01,2,1,8,28,18,912
513,206765,2017-03-01,0,0,8,31,23,2086
514,206765,2017-04-01,2,0,10,30,18,1659
515,206765,2017-05-01,3,2,8,31,20,2523
516,206765,2017-06-01,0,0,8,30,22,1940
517,206765,2017-07-01,0,0,10,31,21,1979
518,206765,2017-08-01,0,0,8,31,23,1950
519,206765,2017-09-01,0,0,9,30,21,2347
520,206765,2017-10-01,5,3,9,31,17,2057
521,209945,2012-01-01,7,1,9,31,15,168
522,209945,2012-02-01,0,0,8,29,21,107
523,209945,2012-03-01,0,0,9,31,22,206
524,209945,2012-04-01,4,2,9,30,17,198
525,209945,2012-05-01,1,2,8,31,22,221
526,209945,2012-06-01,1,0,9,30,20,213
527,209945,2012-07-01,0,0,9,31,22,243
528,209945,2012-08-01,0,0,8,31,23,252
529,209945,2012-09-01,0,0,10,30,20,274
530,209945,2012-10-01,5,3,8,31,18,342
531,209945,2012-11-01,0,0,8,30,22,205
532,209945,2012-12-01,0,0,10,31,21,107
533,209945,2013-01-01,3,1,8,31,20,283
534,209945,2013-02-01,5,1,8,28,15,114
535,209945,2013-03-01,0,0,10,31,21,122
536,209945,2013-04-01,4,0,8,30,18,168
537,209945,2013-05-01,1,2,8,31,22,236
538,209945,2013-06-01,3,0,10,30,17,174
539,209945,2013-07-01,0,0,8,31,23,265
540,209945,2013-08-01,0,0,9,31,22,327
541,209945,2013-09-01,2,0,9,30,19,335
542,209945,2013-10-01,5,3,8,31,18,198
543,209945,2013-11-01,0,0,9,30,21,267
544,209945,2013-12-01,0,0,9,31,22,221
545,209945,2014-01-01,2,1,8,31,21,343
546,209945,2014-02-01,4,1,8,28,16,191
547,209945,2014-03-01,0,0,10,31,21,236
548,209945,2014-04-01,1,0,8,30,21,282
549,209945,2014-05-01,2,2,9,31,20,282
550,209945,2014-06-01,1,0,9,30,20,311
551,209945,2014-07-01,0,0,8,31,23,358
552,209945,2014-08-01,0,0,10,31,21,297
553,209945,2014-09-01,1,3,8,30,21,396
554,209945,2014-10-01,5,3,8,31,18,320
555,209945,2014-11-01,0,0,10,30,20,289
556,209945,2014-12-01,0,0,8,31,23,304
557,209945,2015-01-01,2,1,9,31,20,608
558,209945,2015-02-01,5,1,8,28,15,312
559,209945,2015-03-01,0,0,9,31,22,260
560,209945,2015-04-01,1,0,8,30,21,388
561,209945,2015-05-01,1,2,10,31,20,450
562,209945,2015-06-01,1,0,8,30,21,327
563,209945,2015-07-01,0,0,8,31,23,343
564,209945,2015-08-01,0,0,10,31,21,493
565,209945,2015-09-01,2,0,8,30,20,563
566,209945,2015-10-01,5,3,9,31,17,562
567,209945,2015-11-01,0,0,9,30,21,517
568,209945,2015-12-01,0,0,8,31,23,351
569,209945,2016-01-01,1,0,10,31,20,319
570,209945,2016-02-01,5,1,8,29,16,174
571,209945,2016-03-01,0,0,8,31,23,426
572,209945,2016-04-01,1,0,9,30,20,503
573,209945,2016-05-01,1,2,9,31,21,379
574,209945,2016-06-01,2,0,8,30,20,440
575,209945,2016-07-01,0,0,10,31,21,532
576,209945,2016-08-01,0,0,8,31,23,471
577,209945,2016-09-01,2,3,8,30,20,562
578,209945,2016-10-01,5,3,10,31,16,319
